"game","airdate"
"1356","2000-12-11"
"1357","2000-12-12"
"1358","1997-05-08"
"1359","2000-12-13"
"1360","2000-12-14"
"1361","2007-12-04"
"1362","2007-12-05"
"1363","2007-12-06"
"1364","2007-12-07"
"1365","2007-12-10"
"1366","2007-12-11"
"1367","2007-12-12"
"1368","2007-12-13"
"1369","1997-05-09"
"1370","2007-12-14"
"1371","2007-12-17"
"1372","2000-12-15"
"1373","2000-12-18"
"1374","2000-12-19"
"1375","2000-12-20"
"1376","2000-12-21"
"1377","2000-12-22"
"1378","2007-12-18"
"1379","2007-12-19"
"1380","2004-06-02"
"1381","2007-12-20"
"1382","2007-12-21"
"1383","2007-12-24"
"1384","2007-12-25"
"1385","2007-12-27"
"1386","2001-01-01"
"1387","2001-01-02"
"1388","2001-01-03"
"1389","2001-01-04"
"1390","2001-01-05"
"1391","2005-03-18"
"1392","2001-01-08"
"1393","2001-01-09"
"1394","2007-12-28"
"1395","2007-12-26"
"1396","2001-01-10"
"1397","2001-01-11"
"1398","2001-01-12"
"1399","2001-01-15"
"1400","2001-01-16"
"1401","2001-01-17"
"1402","1997-04-01"
"1403","2001-01-18"
"1404","2007-12-31"
"1405","1986-02-05"
"1406","1986-02-06"
"1407","1986-02-07"
"1408","1986-02-10"
"1409","2008-01-01"
"1410","2008-01-02"
"1411","2008-01-04"
"1412","2008-01-03"
"1413","2005-03-21"
"1414","2008-01-07"
"1415","2008-01-08"
"1416","2008-01-09"
"1417","2008-01-10"
"1418","2008-01-11"
"1419","2001-01-19"
"1420","2001-01-22"
"1421","2001-01-23"
"1422","2001-01-24"
"1423","2001-01-25"
"1424","1998-03-27"
"1425","2001-01-26"
"1426","2001-01-29"
"1427","2001-01-30"
"1428","2008-01-14"
"1429","2008-01-15"
"1430","2008-01-16"
"1431","2008-01-17"
"1432","2008-01-18"
"1433","2008-01-21"
"1434","2008-01-22"
"1435","1998-03-30"
"1436","2000-11-08"
"1437","2000-11-09"
"1438","2000-11-13"
"1439","2000-11-14"
"1440","2000-11-15"
"1441","2000-11-16"
"1442","2000-11-17"
"1443","2000-11-20"
"1444","2000-11-21"
"1445","2008-01-23"
"1446","2004-10-06"
"1447","1998-04-02"
"1448","2008-01-24"
"1449","2008-01-25"
"1450","2008-01-28"
"1451","2008-01-29"
"1452","2008-01-30"
"1453","2008-01-31"
"1454","2008-02-01"
"1455","1999-03-08"
"1456","1999-03-09"
"1457","1999-03-10"
"1458","1998-03-31"
"1459","1999-03-11"
"1460","1999-03-12"
"1461","1999-03-15"
"1462","1999-03-16"
"1463","1999-03-17"
"1464","1999-03-18"
"1465","1999-03-19"
"1466","1999-03-24"
"1467","1999-03-25"
"1468","1999-03-26"
"1469","1998-04-01"
"1470","2008-02-05"
"1471","2008-02-04"
"1472","2008-02-06"
"1473","2008-02-07"
"1474","2008-02-08"
"1475","2008-02-11"
"1476","2008-02-12"
"1477","2008-02-13"
"1478","1999-03-23"
"1479","2008-02-14"
"1480","2005-03-22"
"1481","2008-02-15"
"1482","1999-03-30"
"1483","1999-03-31"
"1484","1999-04-01"
"1485","1999-04-02"
"1486","1999-04-06"
"1487","1999-04-07"
"1488","1999-04-08"
"1489","1999-04-09"
"1490","1999-04-13"
"1491","1991-01-25"
"1492","1999-04-14"
"1493","1999-04-15"
"1494","1999-04-16"
"1495","2008-02-18"
"1496","2008-02-19"
"1497","2008-02-20"
"1498","2008-02-21"
"1499","2008-02-22"
"1500","2008-02-25"
"1501","2008-02-26"
"1502","2005-03-23"
"1503","1999-04-19"
"1504","1999-04-20"
"1505","1999-04-21"
"1506","1999-04-22"
"1507","1999-04-23"
"1508","1999-04-26"
"1509","1999-04-27"
"1510","2008-02-27"
"1511","2008-02-28"
"1512","2008-02-29"
"1513","1998-04-03"
"1514","2008-03-03"
"1515","2008-03-04"
"1516","2008-03-05"
"1517","2008-03-06"
"1518","2008-03-07"
"1519","2008-03-10"
"1520","2008-03-11"
"1521","2008-03-12"
"1522","2008-03-13"
"1523","2008-03-14"
"1524","2005-03-24"
"1525","2008-03-17"
"1526","2008-03-18"
"1527","2008-03-19"
"1528","2008-03-20"
"1529","2008-03-21"
"1530","2008-03-24"
"1531","2008-03-25"
"1532","2008-03-26"
"1533","1999-05-03"
"1534","2008-03-27"
"1535","2005-03-25"
"1536","1999-05-04"
"1537","1999-05-05"
"1538","2008-03-28"
"1539","1999-05-06"
"1540","1999-05-07"
"1541","1999-05-10"
"1542","1999-05-11"
"1543","1999-05-12"
"1544","1999-05-13"
"1545","1999-05-14"
"1546","1999-04-29"
"1547","2008-03-31"
"1548","2008-04-01"
"1549","2008-04-02"
"1550","2008-04-03"
"1551","1999-05-26"
"1552","1999-05-27"
"1553","1999-05-28"
"1554","2008-04-04"
"1555","1999-05-31"
"1556","1999-06-01"
"1557","2004-10-07"
"1558","1997-09-05"
"1559","1999-06-02"
"1560","1999-06-03"
"1561","1999-06-04"
"1562","1999-06-07"
"1563","1999-06-08"
"1564","1999-06-09"
"1565","1999-06-10"
"1566","1999-06-11"
"1567","1999-06-14"
"1568","1999-06-15"
"1569","1997-09-08"
"1570","2008-04-07"
"1571","2008-04-08"
"1572","2008-04-09"
"1573","2008-04-10"
"1574","2008-04-11"
"1575","2008-04-14"
"1576","2008-04-15"
"1577","2008-04-16"
"1578","1999-06-16"
"1579","1999-06-17"
"1580","2005-03-28"
"1581","1999-06-18"
"1582","1999-06-21"
"1583","2008-04-17"
"1584","1999-06-22"
"1585","1999-06-23"
"1586","1999-06-24"
"1587","1999-06-25"
"1588","1999-07-05"
"1589","1999-07-06"
"1590","1999-07-07"
"1591","2005-03-29"
"1592","2008-04-18"
"1593","2008-04-21"
"1594","1999-07-08"
"1595","1999-07-09"
"1596","2008-04-22"
"1597","1998-04-29"
"1598","1995-11-07"
"1599","2008-04-23"
"1600","2008-04-24"
"1601","2008-04-25"
"1602","1997-09-09"
"1603","1999-07-12"
"1604","1999-07-13"
"1605","1999-07-14"
"1606","1999-07-15"
"1607","1999-07-16"
"1608","1999-07-19"
"1609","1999-07-20"
"1610","1999-07-21"
"1611","2008-04-28"
"1612","2008-04-29"
"1613","2005-03-30"
"1614","2008-04-30"
"1615","2008-05-01"
"1616","2008-05-02"
"1617","2008-05-05"
"1618","2008-05-06"
"1619","2008-05-07"
"1620","1999-02-22"
"1621","1999-02-23"
"1622","1999-02-24"
"1623","1999-02-25"
"1624","1985-09-30"
"1625","1999-03-01"
"1626","1999-03-02"
"1627","1999-03-03"
"1628","1999-03-04"
"1629","1999-03-05"
"1630","2008-05-08"
"1631","2008-05-09"
"1632","2008-05-12"
"1633","2008-05-13"
"1634","2008-05-14"
"1635","1997-09-10"
"1636","2008-05-15"
"1637","2008-05-16"
"1638","1999-11-01"
"1639","1999-11-02"
"1640","1999-11-03"
"1641","1999-11-04"
"1642","1999-11-05"
"1643","1999-11-08"
"1644","1999-11-09"
"1645","1999-11-10"
"1646","2005-03-31"
"1647","1999-11-11"
"1648","1999-11-12"
"1649","1986-11-11"
"1650","2008-05-19"
"1651","2008-05-20"
"1652","2004-07-16"
"1653","2008-05-21"
"1654","2008-05-23"
"1655","2008-05-22"
"1656","2008-05-26"
"1657","1997-09-11"
"1658","1999-11-15"
"1659","2008-05-27"
"1660","2008-05-28"
"1661","1999-09-07"
"1662","1999-09-08"
"1663","2008-05-29"
"1664","1999-09-09"
"1665","2008-05-30"
"1666","1999-09-10"
"1667","1999-11-16"
"1668","2004-10-08"
"1669","2005-04-01"
"1670","2008-06-02"
"1671","2008-06-03"
"1672","1999-11-17"
"1673","1999-11-18"
"1674","2008-06-04"
"1675","1999-11-19"
"1676","2008-06-05"
"1677","2008-06-06"
"1678","2008-06-09"
"1679","2008-06-10"
"1680","1985-10-02"
"1681","2008-06-11"
"1682","2008-06-13"
"1683","2008-06-12"
"1684","1997-11-18"
"1685","2008-06-16"
"1686","2008-06-17"
"1687","2008-06-18"
"1688","2008-06-19"
"1689","2008-06-20"
"1690","1998-04-27"
"1691","1999-04-30"
"1692","1998-04-28"
"1693","2008-06-23"
"1694","1998-04-30"
"1695","1998-05-01"
"1696","2008-06-24"
"1697","2008-06-25"
"1698","2008-06-26"
"1699","1998-05-04"
"1700","1998-05-05"
"1701","1998-05-06"
"1702","1997-09-01"
"1703","1998-05-07"
"1704","1998-05-08"
"1705","1998-05-11"
"1706","1998-05-12"
"1707","1998-05-13"
"1708","1998-05-14"
"1709","1998-05-15"
"1710","2008-06-27"
"1711","2008-06-30"
"1712","2008-07-01"
"1713","1997-09-02"
"1714","1992-09-08"
"1715","2008-07-02"
"1716","2008-07-03"
"1717","2008-07-04"
"1718","2008-07-07"
"1719","1995-07-07"
"1720","2008-07-08"
"1721","1997-11-17"
"1722","2008-07-09"
"1723","1997-11-19"
"1724","2005-04-04"
"1725","1997-11-20"
"1726","1997-11-21"
"1727","2008-07-11"
"1728","2008-07-10"
"1729","1994-11-14"
"1730","1986-11-19"
"1731","1994-11-15"
"1732","1994-11-16"
"1733","1994-11-21"
"1734","2008-07-14"
"1735","1997-09-03"
"1736","2008-07-15"
"1737","2008-07-16"
"1738","1995-11-13"
"1739","1995-11-14"
"1740","1995-11-15"
"1741","2008-07-17"
"1742","2008-07-18"
"1743","1995-11-16"
"1744","1995-11-17"
"1745","1995-11-20"
"1746","1997-09-04"
"1747","1995-11-22"
"1748","1992-10-05"
"1749","1992-09-28"
"1750","2008-07-21"
"1751","2008-07-22"
"1752","1991-10-10"
"1753","2008-07-23"
"1754","2002-09-10"
"1755","2002-09-11"
"1756","2008-07-24"
"1757","2005-04-05"
"1758","2002-09-12"
"1759","2008-07-25"
"1760","2002-09-13"
"1761","1987-12-16"
"1762","1987-12-17"
"1763","1991-07-19"
"1764","1992-10-30"
"1765","2002-09-23"
"1766","2004-05-05"
"1767","2002-09-24"
"1768","2005-04-06"
"1769","2004-05-06"
"1770","2002-09-25"
"1771","2002-09-26"
"1772","2002-09-27"
"1773","2004-05-07"
"1774","2002-09-30"
"1775","2002-10-01"
"1776","2002-10-02"
"1777","2002-10-03"
"1778","2002-10-04"
"1779","2004-10-11"
"1780","2005-04-07"
"1781","2002-10-07"
"1782","2004-05-10"
"1783","2004-05-11"
"1784","2004-05-12"
"1785","2002-10-08"
"1786","2002-10-09"
"1787","2004-05-13"
"1788","2002-10-10"
"1789","2004-05-14"
"1790","2002-10-11"
"1791","1997-01-10"
"1792","2002-10-14"
"1793","2002-10-15"
"1794","2002-10-16"
"1795","1989-11-08"
"1796","2004-05-17"
"1797","2002-11-25"
"1798","2002-11-26"
"1799","1997-05-26"
"1800","2002-10-17"
"1801","2002-10-18"
"1802","2005-04-08"
"1803","2002-10-21"
"1804","2002-10-22"
"1805","1993-01-19"
"1806","2002-10-23"
"1807","2002-10-24"
"1808","2002-10-25"
"1809","2002-10-28"
"1810","2002-10-29"
"1811","2002-10-30"
"1812","2002-10-31"
"1813","1991-05-15"
"1814","2002-11-01"
"1815","2002-11-04"
"1816","2002-11-05"
"1817","2002-11-06"
"1818","2002-11-07"
"1819","2002-11-08"
"1820","2004-05-18"
"1821","2004-05-19"
"1822","2004-05-20"
"1823","2004-05-21"
"1824","1990-01-11"
"1825","2004-05-24"
"1826","2004-05-25"
"1827","2004-05-26"
"1828","2004-05-27"
"1829","2004-05-28"
"1830","2004-05-31"
"1831","2004-06-01"
"1832","1995-07-04"
"1833","1995-07-05"
"1834","1995-07-06"
"1835","1990-01-12"
"1836","2003-05-19"
"1837","2003-05-20"
"1838","2003-05-21"
"1839","2003-05-22"
"1840","1991-12-20"
"1841","2003-05-23"
"1842","2003-05-26"
"1843","2003-05-27"
"1844","2003-05-28"
"1845","2003-05-29"
"1846","2005-04-11"
"1847","2003-05-30"
"1848","2003-06-02"
"1849","2003-06-03"
"1850","2003-06-04"
"1851","2003-06-05"
"1852","2003-06-06"
"1853","2003-06-09"
"1854","2003-06-10"
"1855","2003-06-11"
"1856","2003-06-12"
"1857","2005-04-12"
"1858","2003-06-17"
"1859","2003-06-18"
"1860","2008-09-08"
"1861","2008-09-09"
"1862","2008-09-10"
"1863","2004-06-21"
"1864","2008-09-11"
"1865","2008-09-12"
"1866","2004-06-22"
"1867","2008-09-15"
"1868","2005-04-13"
"1869","2008-09-16"
"1870","2008-09-17"
"1871","2004-06-23"
"1872","2004-06-24"
"1873","2004-06-25"
"1874","2008-09-19"
"1875","2008-09-18"
"1876","2004-06-28"
"1877","2008-09-22"
"1878","2008-09-23"
"1879","1997-06-10"
"1880","2008-09-24"
"1881","2008-09-26"
"1882","2008-09-25"
"1883","2004-06-29"
"1884","2004-06-30"
"1885","2004-07-01"
"1886","2004-07-02"
"1887","2004-07-05"
"1888","2008-09-29"
"1889","2004-07-06"
"1890","2004-10-12"
"1891","2000-03-13"
"1892","2004-07-07"
"1893","2008-09-30"
"1894","2008-10-01"
"1895","2004-07-08"
"1896","2004-07-09"
"1897","2004-07-12"
"1898","2008-10-02"
"1899","2008-10-03"
"1900","1993-07-09"
"1901","2008-10-06"
"1902","2005-04-14"
"1903","2008-10-07"
"1904","2003-06-20"
"1905","2003-06-23"
"1906","2003-06-24"
"1907","2003-06-25"
"1908","2003-06-26"
"1909","2003-06-27"
"1910","2003-06-30"
"1911","2003-07-01"
"1912","2003-07-02"
"1913","2005-04-18"
"1914","2008-10-08"
"1915","2004-07-13"
"1916","2004-07-14"
"1917","2004-07-15"
"1918","2008-10-09"
"1919","2008-10-10"
"1920","1995-09-25"
"1921","2008-10-13"
"1922","2008-10-14"
"1923","2004-07-19"
"1924","2005-04-15"
"1925","2004-07-20"
"1926","2004-07-21"
"1927","2004-07-22"
"1928","2008-10-15"
"1929","2008-10-16"
"1930","1991-10-17"
"1931","2008-10-17"
"1932","2008-10-20"
"1933","2003-07-07"
"1934","2003-07-08"
"1935","1991-10-04"
"1936","2003-07-09"
"1937","2003-07-10"
"1938","2003-07-11"
"1939","2003-07-14"
"1940","2003-07-15"
"1941","2003-07-16"
"1942","2003-07-17"
"1943","2008-10-21"
"1944","2008-10-22"
"1945","2008-10-23"
"1946","1991-01-17"
"1947","2008-10-24"
"1948","1995-09-27"
"1949","2008-10-27"
"1950","2008-10-28"
"1951","2008-10-29"
"1952","2008-10-30"
"1953","2008-10-31"
"1954","2008-11-03"
"1955","2008-11-04"
"1956","2008-11-05"
"1957","1999-05-24"
"1958","2008-11-06"
"1959","1996-09-10"
"1960","2008-11-07"
"1961","1996-10-11"
"1962","2003-04-17"
"1963","2003-04-18"
"1964","2003-04-21"
"1965","2003-04-22"
"1966","2003-04-23"
"1967","2003-04-24"
"1968","1998-05-20"
"1969","2003-04-25"
"1970","2008-11-10"
"1971","2008-11-11"
"1972","2008-11-12"
"1973","2008-11-14"
"1974","2003-03-24"
"1975","2003-03-25"
"1976","2003-03-26"
"1977","2003-03-27"
"1978","2003-03-28"
"1979","1999-05-25"
"1980","2003-03-31"
"1981","2003-04-01"
"1982","2003-04-02"
"1983","2003-04-03"
"1984","2003-04-04"
"1985","2003-04-07"
"1986","2003-04-08"
"1987","2003-04-09"
"1988","2008-11-13"
"1989","2008-11-17"
"1990","2005-04-19"
"1991","2008-11-18"
"1992","2008-11-19"
"1993","2008-11-21"
"1994","2008-11-20"
"1995","2008-11-24"
"1996","2008-11-25"
"1997","2008-11-26"
"1998","2003-02-28"
"1999","2003-03-03"
"2000","2003-03-04"
"2001","2004-10-13"
"2002","1998-02-02"
"2003","2003-03-05"
"2004","2003-03-06"
"2005","2003-03-07"
"2006","2003-03-10"
"2007","2003-03-11"
"2008","2003-03-12"
"2009","2003-03-13"
"2010","2003-03-14"
"2011","2003-03-17"
"2012","2003-03-18"
"2013","2005-04-20"
"2014","2003-03-19"
"2015","2008-11-28"
"2016","2008-11-27"
"2017","1986-10-03"
"2018","2008-12-01"
"2019","2008-12-02"
"2020","2008-12-03"
"2021","2008-12-05"
"2022","2008-12-04"
"2023","2008-12-08"
"2024","2005-04-21"
"2025","2008-12-09"
"2026","2008-12-10"
"2027","2008-12-11"
"2028","2008-12-12"
"2029","2008-12-15"
"2030","2008-12-16"
"2031","2008-12-17"
"2032","2008-12-18"
"2033","2003-02-24"
"2034","2003-02-25"
"2035","1998-02-03"
"2036","2003-02-26"
"2037","2003-02-27"
"2038","2008-12-19"
"2039","2008-12-22"
"2040","2008-12-23"
"2041","2008-12-24"
"2042","2008-12-25"
"2043","2008-12-26"
"2044","2003-01-23"
"2045","2003-01-24"
"2046","2005-04-22"
"2047","2003-01-27"
"2048","2003-01-28"
"2049","2003-01-29"
"2050","2003-01-30"
"2051","2003-01-31"
"2052","2003-02-17"
"2053","2003-02-18"
"2054","2003-02-19"
"2055","2003-02-20"
"2056","2003-02-21"
"2057","1992-11-17"
"2058","2008-12-29"
"2059","2008-12-30"
"2060","2008-12-31"
"2061","2009-01-01"
"2062","2009-01-02"
"2063","2009-01-05"
"2064","2009-01-06"
"2065","2009-01-07"
"2066","2009-01-08"
"2067","2009-01-09"
"2068","1998-02-04"
"2069","2003-01-14"
"2070","2003-01-15"
"2071","2003-01-16"
"2072","2003-01-17"
"2073","2003-01-20"
"2074","2003-01-21"
"2075","2003-01-22"
"2076","1988-01-25"
"2077","2009-01-12"
"2078","2009-01-13"
"2079","2005-04-25"
"2080","1996-11-11"
"2081","2009-01-14"
"2082","2009-01-15"
"2083","2009-01-16"
"2084","2009-01-19"
"2085","2002-12-12"
"2086","2002-12-13"
"2087","2002-12-16"
"2088","2002-12-17"
"2089","2002-12-18"
"2090","2005-04-26"
"2091","2002-12-19"
"2092","2002-12-20"
"2093","2009-01-20"
"2094","2009-01-21"
"2095","2009-01-23"
"2096","2009-01-22"
"2097","2009-01-26"
"2098","2009-01-27"
"2099","2002-12-23"
"2100","2002-12-24"
"2101","2005-04-27"
"2102","2002-12-25"
"2103","2009-01-28"
"2104","2009-01-29"
"2105","2002-12-26"
"2106","2002-12-27"
"2107","2002-12-30"
"2108","2009-01-30"
"2109","2009-02-02"
"2110","2009-02-03"
"2111","2002-12-31"
"2112","2004-10-14"
"2113","1995-11-21"
"2114","2003-01-01"
"2115","2003-01-02"
"2116","2003-01-03"
"2117","2003-01-13"
"2118","2009-02-04"
"2119","2009-02-05"
"2120","2009-02-06"
"2121","2004-02-02"
"2122","2009-02-09"
"2123","2009-02-10"
"2124","2005-04-28"
"2125","2002-12-05"
"2126","2002-12-06"
"2127","2002-12-09"
"2128","2002-12-10"
"2129","2002-12-11"
"2130","2009-02-11"
"2131","2009-02-12"
"2132","2009-02-13"
"2133","2003-02-03"
"2134","2003-02-04"
"2135","1998-02-09"
"2136","2003-02-05"
"2137","2003-02-06"
"2138","2003-02-07"
"2139","2003-02-10"
"2140","2003-02-11"
"2141","2003-02-12"
"2142","2003-02-13"
"2143","2003-02-14"
"2144","2009-02-16"
"2145","2009-02-17"
"2146","2005-04-29"
"2147","2009-02-18"
"2148","2009-02-19"
"2149","2009-02-20"
"2150","1986-09-18"
"2151","2009-02-23"
"2152","2009-02-24"
"2153","2009-02-25"
"2154","2009-02-26"
"2155","2009-02-27"
"2156","2009-03-02"
"2157","1985-10-03"
"2158","2009-03-03"
"2159","2002-11-11"
"2160","2002-11-12"
"2161","2002-11-13"
"2162","2002-11-14"
"2163","2002-11-15"
"2164","2002-11-18"
"2165","2002-11-19"
"2166","2002-11-20"
"2167","2002-11-21"
"2168","1985-10-01"
"2169","2002-11-22"
"2170","2009-03-04"
"2171","2009-03-05"
"2172","2009-03-06"
"2173","2009-03-09"
"2174","2009-03-11"
"2175","2009-03-10"
"2176","2009-03-12"
"2177","2009-03-13"
"2178","2009-03-16"
"2179","2001-10-25"
"2180","2009-03-17"
"2181","2009-03-18"
"2182","2009-03-19"
"2183","2009-03-20"
"2184","1992-10-13"
"2185","2009-03-23"
"2186","2009-03-24"
"2187","2009-03-25"
"2188","2009-03-27"
"2189","2009-03-26"
"2190","1985-10-04"
"2191","2009-03-30"
"2192","2009-03-31"
"2193","2009-04-01"
"2194","2009-04-02"
"2195","2009-04-03"
"2196","2009-04-06"
"2197","2009-04-07"
"2198","2009-04-08"
"2199","2009-04-09"
"2200","2009-04-10"
"2201","2005-05-02"
"2202","2009-04-13"
"2203","2009-04-14"
"2204","2009-04-15"
"2205","2009-04-16"
"2206","2009-04-17"
"2207","2009-04-20"
"2208","2009-04-21"
"2209","2009-04-22"
"2210","2009-04-23"
"2211","2009-04-24"
"2212","2000-05-11"
"2213","2009-04-27"
"2214","2009-04-28"
"2215","2009-04-29"
"2216","2009-04-30"
"2217","2009-05-01"
"2218","1999-06-29"
"2219","1999-06-30"
"2220","1999-07-01"
"2221","1999-07-02"
"2222","2009-05-04"
"2223","2004-09-08"
"2224","2004-10-15"
"2225","2005-05-03"
"2226","2009-05-05"
"2227","2009-05-06"
"2228","2009-05-07"
"2229","2009-05-08"
"2230","2009-05-11"
"2231","2009-05-12"
"2232","2009-05-13"
"2233","2009-05-14"
"2234","2009-05-15"
"2235","1996-11-12"
"2236","2005-05-04"
"2237","1996-11-13"
"2238","1996-11-14"
"2239","2009-05-18"
"2240","1996-11-15"
"2241","2009-05-19"
"2242","2003-10-15"
"2243","2009-05-20"
"2244","2009-05-22"
"2245","2009-05-21"
"2246","2009-05-25"
"2247","1994-11-17"
"2248","1997-04-28"
"2249","2009-05-26"
"2250","1997-04-29"
"2251","1997-04-30"
"2252","2009-05-27"
"2253","1997-05-01"
"2254","1997-05-02"
"2255","2009-05-29"
"2256","2009-05-28"
"2257","1999-05-17"
"2258","1994-11-18"
"2259","2009-06-01"
"2260","1999-05-18"
"2261","1999-05-19"
"2262","2009-06-02"
"2263","1999-05-20"
"2264","1999-05-21"
"2265","2009-06-03"
"2266","1999-04-12"
"2267","2009-06-05"
"2268","2009-06-04"
"2269","2005-05-05"
"2270","2009-06-08"
"2271","1999-04-05"
"2272","1999-03-29"
"2273","2009-06-09"
"2274","2009-06-10"
"2275","1999-03-22"
"2276","2009-06-11"
"2277","1988-04-06"
"2278","2009-06-12"
"2279","2001-02-05"
"2280","2005-05-06"
"2281","1994-05-23"
"2282","1985-11-11"
"2283","2001-02-06"
"2284","1985-11-12"
"2285","2009-06-15"
"2286","1987-06-23"
"2287","2001-02-07"
"2288","2009-06-16"
"2289","2001-02-08"
"2290","2009-06-17"
"2291","1992-11-16"
"2292","1985-11-13"
"2293","1985-11-14"
"2294","1985-11-15"
"2295","2009-06-19"
"2296","2003-01-06"
"2297","1985-11-18"
"2298","2003-01-09"
"2299","1985-11-19"
"2300","2009-06-22"
"2301","1985-11-20"
"2302","1995-11-06"
"2303","2009-06-18"
"2304","2009-06-23"
"2305","2009-06-24"
"2306","2002-09-16"
"2307","2002-09-17"
"2308","2002-09-19"
"2309","2009-06-26"
"2310","2009-06-25"
"2311","2009-06-29"
"2312","2009-06-30"
"2313","1994-11-23"
"2314","2009-07-01"
"2315","2002-09-20"
"2316","2009-07-02"
"2317","2009-07-03"
"2318","2004-01-13"
"2319","2009-07-06"
"2320","2009-07-07"
"2321","2009-07-08"
"2322","2003-04-28"
"2323","2003-04-29"
"2324","2005-05-09"
"2325","2009-07-09"
"2326","2003-04-30"
"2327","2003-05-02"
"2328","2009-07-10"
"2329","1994-05-02"
"2330","2009-07-13"
"2331","2009-07-14"
"2332","2000-10-02"
"2333","2009-07-15"
"2334","2000-10-04"
"2335","2004-10-18"
"2336","2005-05-10"
"2337","2009-07-16"
"2338","2000-10-05"
"2339","2009-07-17"
"2340","2000-10-06"
"2341","2009-07-20"
"2342","2000-12-26"
"2343","2009-07-21"
"2344","2000-12-25"
"2345","2009-07-22"
"2346","2009-07-23"
"2347","2005-05-11"
"2348","2009-07-24"
"2349","2000-12-27"
"2350","2000-12-28"
"2351","2000-12-29"
"2352","1998-06-05"
"2353","2004-04-08"
"2354","1998-01-23"
"2355","1987-04-06"
"2356","1987-04-07"
"2357","2003-10-22"
"2358","2005-05-12"
"2359","1996-01-29"
"2360","2003-10-23"
"2361","2003-10-16"
"2362","2003-10-17"
"2363","2003-11-10"
"2364","2003-11-18"
"2365","2003-10-20"
"2366","2003-10-21"
"2367","2003-10-08"
"2368","2003-10-09"
"2369","2005-05-13"
"2370","2003-10-10"
"2371","2003-10-13"
"2372","2003-10-14"
"2373","2004-01-05"
"2374","2004-01-06"
"2375","2009-09-14"
"2376","2004-01-07"
"2377","2009-09-15"
"2378","2004-01-08"
"2379","2009-09-16"
"2380","2005-05-16"
"2381","2004-01-09"
"2382","2009-09-17"
"2383","2004-01-12"
"2384","2009-09-18"
"2385","2004-01-14"
"2386","2009-09-21"
"2387","2009-09-22"
"2388","2004-04-01"
"2389","2009-09-23"
"2390","2004-04-02"
"2391","1992-03-06"
"2392","2009-09-24"
"2393","2009-09-25"
"2394","2009-09-28"
"2395","2009-09-29"
"2396","2004-04-05"
"2397","2009-09-30"
"2398","2004-04-06"
"2399","2004-04-07"
"2400","2009-10-01"
"2401","2009-10-02"
"2403","2004-04-09"
"2404","2009-10-05"
"2405","2004-04-12"
"2406","2004-04-13"
"2407","2009-10-06"
"2408","2009-10-07"
"2409","2004-04-14"
"2410","2004-04-15"
"2411","2009-10-08"
"2412","2009-10-09"
"2413","1992-05-15"
"2414","2004-04-16"
"2415","2009-10-12"
"2416","2004-04-19"
"2417","2009-10-13"
"2418","2004-04-20"
"2419","2004-04-21"
"2420","2009-10-14"
"2421","2004-04-22"
"2422","2009-10-15"
"2423","2009-10-16"
"2424","2000-11-10"
"2425","2004-04-23"
"2426","2009-10-19"
"2427","2004-04-26"
"2428","2004-04-27"
"2429","2009-10-20"
"2430","2009-10-21"
"2431","2004-04-28"
"2432","2004-04-29"
"2433","2004-04-30"
"2434","2009-10-22"
"2435","1992-11-10"
"2436","2009-10-23"
"2437","2004-05-03"
"2438","2004-05-04"
"2439","2009-10-26"
"2440","2009-10-27"
"2441","2009-10-28"
"2442","2009-10-29"
"2443","2009-10-30"
"2444","2009-11-02"
"2445","2004-01-15"
"2446","2004-10-19"
"2448","2009-11-03"
"2449","2009-11-04"
"2450","2004-01-16"
"2451","2009-11-05"
"2452","2009-11-06"
"2453","2004-01-19"
"2454","2009-11-09"
"2455","2004-01-20"
"2456","2004-01-21"
"2457","2009-11-10"
"2458","2005-05-17"
"2459","2009-11-11"
"2460","2004-01-22"
"2461","2009-11-12"
"2462","2009-11-13"
"2463","2004-01-23"
"2464","2009-11-16"
"2465","2004-01-26"
"2466","2009-11-17"
"2467","2004-01-27"
"2468","2009-11-18"
"2469","2005-05-18"
"2470","2004-01-28"
"2471","2004-01-29"
"2472","2009-11-19"
"2473","2009-11-20"
"2474","2009-11-23"
"2475","2004-01-30"
"2476","2009-11-24"
"2477","2009-11-25"
"2478","2009-11-26"
"2479","2009-11-27"
"2480","2005-05-19"
"2481","2004-02-03"
"2482","2009-11-30"
"2483","2009-12-01"
"2484","2004-02-04"
"2485","2009-12-02"
"2486","2009-12-03"
"2487","2004-02-05"
"2488","2009-12-04"
"2489","2004-02-06"
"2490","2009-12-07"
"2491","2005-05-20"
"2492","2009-12-08"
"2493","2004-02-23"
"2494","2009-12-09"
"2495","2004-02-24"
"2496","2009-12-10"
"2497","2004-02-25"
"2498","2009-12-11"
"2499","2004-02-26"
"2500","2004-02-27"
"2501","2009-12-16"
"2502","2001-11-01"
"2503","2009-12-17"
"2504","2004-03-01"
"2505","2009-12-18"
"2506","2009-12-14"
"2507","2009-12-15"
"2508","2009-12-21"
"2509","2009-12-22"
"2510","2009-12-24"
"2511","2009-12-23"
"2512","2009-12-25"
"2513","2001-11-02"
"2514","2004-03-02"
"2515","2009-12-28"
"2516","2004-03-03"
"2517","2009-12-29"
"2518","2009-12-30"
"2519","2009-12-31"
"2520","2010-01-01"
"2521","2004-03-04"
"2522","2010-01-04"
"2523","2010-01-05"
